geoid,tract_name,county,state,variable,med_rent,moe,cty_med_rent,pct_med_rent,month_date,month_filings,month_rate,month_rate_scale_max,month_diff,pct_white,pct_black,pct_latinx
55079018000,Census Tract 180,Milwaukee County,Wisconsin,B25064_001,895,52,873.5,102.5,01/11/2022,7,0.00712830957230143,0.202806690149059,0.555555555555556,0.766802443991853,0.0590631364562118,0.113034623217923
55079011200,Census Tract 112,Milwaukee County,Wisconsin,B25064_001,885,114,873.5,101.3,01/11/2022,14,0.0127041742286751,0.202806690149059,0.669642857142857,0.587114337568058,0.204174228675136,0.0408348457350272
55079008400,Census Tract 84,Milwaukee County,Wisconsin,B25064_001,803,126,873.5,91.9,01/11/2022,28,0.113821138211382,0.202806690149059,0.480132450331126,0.0447154471544715,0.886178861788618,0.0487804878048781
55079002400,Census Tract 24,Milwaukee County,Wisconsin,B25064_001,848,79,873.5,97.1,01/11/2022,122,0.215929203539823,0.202806690149059,1.201171875,0.0920353982300885,0.907964601769912,0
55079186600,Census Tract 1866,Milwaukee County,Wisconsin,B25064_001,812,92,873.5,93,01/11/2022,36,0.0636042402826855,0.202806690149059,0.596774193548387,0.408127208480565,0.139575971731449,0.443462897526502
55079008000,Census Tract 80,Milwaukee County,Wisconsin,B25064_001,856,24,873.5,98,01/11/2022,16,0.0255591054313099,0.202806690149059,0.817307692307692,0.594249201277955,0.217252396166134,0.0591054313099042
55079003700,Census Tract 37,Milwaukee County,Wisconsin,B25064_001,939,52,873.5,107.5,01/11/2022,21,0.0714285714285714,0.202806690149059,0.738255033557047,0.0782312925170068,0.877551020408163,0
55079170400,Census Tract 1704,Milwaukee County,Wisconsin,B25064_001,957,131,873.5,109.6,01/11/2022,1,0.00840336134453782,0.202806690149059,0.526315789473684,0.865546218487395,0,0.100840336134454
55079185100,Census Tract 1851,Milwaukee County,Wisconsin,B25064_001,770,39,873.5,88.2,01/11/2022,23,0.0184738955823293,0.202806690149059,0.96,0.736546184738956,0.0522088353413655,0.163855421686747
55079090700,Census Tract 907,Milwaukee County,Wisconsin,B25064_001,1107,170,873.5,126.7,01/11/2022,1,0.00581395348837209,0.202806690149059,1.66666666666667,0.941860465116279,0,0
55079004100,Census Tract 41,Milwaukee County,Wisconsin,B25064_001,963,62,873.5,110.2,01/11/2022,70,0.11437908496732,0.202806690149059,1.04411764705882,0.0571895424836601,0.926470588235294,0.0375816993464052
55079002500,Census Tract 25,Milwaukee County,Wisconsin,B25064_001,858,69,873.5,98.2,01/11/2022,114,0.236514522821577,0.202806690149059,1.03603603603604,0.0726141078838174,0.892116182572614,0
55079000502,Census Tract 5.02,Milwaukee County,Wisconsin,B25064_001,828,58,873.5,94.8,01/11/2022,368,0.331233123312331,0.202806690149059,1.64438502673797,0.0747074707470747,0.833483348334834,0.0522052205220522
55079006300,Census Tract 63,Milwaukee County,Wisconsin,B25064_001,873,99,873.5,99.9,01/11/2022,68,0.125,0.202806690149059,0.623869801084991,0.0441176470588235,0.939338235294118,0.0367647058823529
55079018500,Census Tract 185,Milwaukee County,Wisconsin,B25064_001,994,185,873.5,113.8,01/11/2022,4,0.0222222222222222,0.202806690149059,1.13636363636364,0.6,0,0.25
55079000303,Census Tract 3.03,Milwaukee County,Wisconsin,B25064_001,1005,178,873.5,115.1,01/11/2022,12,0.0428571428571429,0.202806690149059,0.955882352941176,0.217857142857143,0.767857142857143,0
55079004200,Census Tract 42,Milwaukee County,Wisconsin,B25064_001,864,40,873.5,98.9,01/11/2022,138,0.164874551971326,0.202806690149059,0.861214374225527,0.038231780167264,0.896057347670251,0.02389486260454
55079020000,Census Tract 200,Milwaukee County,Wisconsin,B25064_001,739,42,873.5,84.6,01/11/2022,63,0.0711864406779661,0.202806690149059,1.6243654822335,0.328813559322034,0.228248587570621,0.301694915254237
55079150100,Census Tract 1501,Milwaukee County,Wisconsin,B25064_001,973,55,873.5,111.4,01/11/2022,13,0.0106820049301561,0.202806690149059,0.546875,0.746096959737058,0.0115036976170912,0.142974527526705
55079090300,Census Tract 903,Milwaukee County,Wisconsin,B25064_001,956,53,873.5,109.4,01/11/2022,26,0.0348525469168901,0.202806690149059,1.77631578947368,0.640750670241287,0.13941018766756,0.014745308310992
55079019400,Census Tract 194,Milwaukee County,Wisconsin,B25064_001,941,57,873.5,107.7,01/11/2022,10,0.0100300902708124,0.202806690149059,0.3125,0.711133400200602,0.0431293881644935,0.195586760280843
55079002800,Census Tract 28,Milwaukee County,Wisconsin,B25064_001,855,86,873.5,97.9,01/11/2022,108,0.171156893819334,0.202806690149059,0.753803596127248,0.0158478605388273,0.944532488114105,0.0190174326465927
55079186200,Census Tract 1862,Milwaukee County,Wisconsin,B25064_001,537,77,873.5,61.5,01/11/2022,12,0.0418118466898955,0.202806690149059,0.68421052631579,0.0348432055749129,0.951219512195122,0
55079100400,Census Tract 1004,Milwaukee County,Wisconsin,B25064_001,839,49,873.5,96.1,01/11/2022,25,0.0351123595505618,0.202806690149059,0.942028985507246,0.671348314606742,0.171348314606742,0.14747191011236
55079035200,Census Tract 352,Milwaukee County,Wisconsin,B25064_001,1240,85,873.5,142,01/11/2022,8,0.0177777777777778,0.202806690149059,7.5,0.697777777777778,0.148888888888889,0.131111111111111
55079003100,Census Tract 31,Milwaukee County,Wisconsin,B25064_001,1022,113,873.5,117,01/11/2022,51,0.0739130434782609,0.202806690149059,0.751445086705202,0.0695652173913044,0.831884057971015,0
55079018800,Census Tract 188,Milwaukee County,Wisconsin,B25064_001,844,88,873.5,96.6,01/11/2022,14,0.0608695652173913,0.202806690149059,0.625,0.0521739130434783,0.147826086956522,0.804347826086957
55079000101,Census Tract 1.01,Milwaukee County,Wisconsin,B25064_001,839,138,873.5,96.1,01/11/2022,141,0.0780730897009967,0.202806690149059,0.80316742081448,0.203765227021041,0.676079734219269,0.0465116279069768
55079007200,Census Tract 72,Milwaukee County,Wisconsin,B25064_001,846,104,873.5,96.9,01/11/2022,22,0.0296495956873315,0.202806690149059,1.23655913978495,0.415094339622642,0.376010781671159,0.0997304582210243
55079990000,Census Tract 9900,Milwaukee County,Wisconsin,B25064_001,NA,NA,873.5,NA,01/11/2022,0,NA,0.202806690149059,1,NA,NA,NA
